url,status,pageType,indexable,indexabilityStatus,inSitemap,canonical,canonicalTarget,canonicalSelfReferencing,robots,issueCodes
https://triprindia.com/products/mens-zip-neck-half-sleeve-maroon-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/mens-zip-neck-half-sleeve-maroon-t-shirt,https://triprindia.com/products/mens-zip-neck-half-sleeve-maroon-t-shirt,true,,title_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-zip-neck-navy-blue-t-shirt,200,product,true,indexable,true,https://triprindia.com/products/mens-zip-neck-navy-blue-t-shirt,https://triprindia.com/products/mens-zip-neck-navy-blue-t-shirt,true,,title_length|meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/t-shirt-for-mens-45,200,product,true,indexable,true,https://triprindia.com/products/t-shirt-for-mens-45,https://triprindia.com/products/t-shirt-for-mens-45,true,,missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/t-shirt-for-mens-4,200,product,true,indexable,true,https://triprindia.com/products/t-shirt-for-mens-4,https://triprindia.com/products/t-shirt-for-mens-4,true,,title_length|meta_description_length|missing_image_alt|serp_title_h1_mismatch|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-slim-fit-beige-shorts,200,product,true,indexable,true,https://triprindia.com/products/mens-slim-fit-beige-shorts,https://triprindia.com/products/mens-slim-fit-beige-shorts,true,,meta_description_length|missing_image_alt|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-regular-brown-black-shorts,200,product,true,indexable,true,https://triprindia.com/products/mens-regular-brown-black-shorts,https://triprindia.com/products/mens-regular-brown-black-shorts,true,,meta_description_length|missing_image_alt|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/mens-slim-fit-printed-shorts,200,product,true,indexable,true,https://triprindia.com/products/mens-slim-fit-printed-shorts,https://triprindia.com/products/mens-slim-fit-printed-shorts,true,,meta_description_length|missing_image_alt|serp_boilerplate_meta_description|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/olivegreen-black-cargo-jogger-for-men,200,product,true,indexable,true,https://triprindia.com/products/olivegreen-black-cargo-jogger-for-men,https://triprindia.com/products/olivegreen-black-cargo-jogger-for-men,true,,meta_description_length|missing_image_alt|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/black-cargo-pant-for-men-under-500,200,product,true,indexable,true,https://triprindia.com/products/black-cargo-pant-for-men-under-500,https://triprindia.com/products/black-cargo-pant-for-men-under-500,true,,title_length|missing_image_alt|serp_product_description_missing_detail|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
https://triprindia.com/products/solid-black-cargo-pant-for-men,200,product,true,indexable,true,https://triprindia.com/products/solid-black-cargo-pant-for-men,https://triprindia.com/products/solid-black-cargo-pant-for-men,true,,missing_image_alt|serp_product_description_missing_detail|image_alt_duplicate_on_page|image_missing_dimensions|lazy_loading_missing
